st_case,crashdate,state,statename,countyname,totalvehicles,fatals,persons,peds
10618,10/19/2015 4:15 PM,1,Alabama,TALLAPOOSA (123),1,1,1,1
10619,10/24/2015 2:43 PM,1,Alabama,CLEBURNE (29),1,1,1,0
10620,10/25/2015 12:45 AM,1,Alabama,ETOWAH (55),1,1,1,0
10621,10/25/2015 2:25 AM,1,Alabama,WINSTON (133),1,1,1,0
10622,10/26/2015 6:21 AM,1,Alabama,MACON (87),1,1,1,1
10623,10/28/2015 8:35 AM,1,Alabama,MOBILE (97),3,1,3,0
10624,11/1/2015 5:10 PM,1,Alabama,MARSHALL (95),1,1,1,0
10625,11/1/2015 2:00 AM,1,Alabama,CALHOUN (15),1,1,2,0
10626,11/4/2015 8:07 PM,1,Alabama,COLBERT (33),2,1,2,0
10627,11/6/2015 1:55 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10628,11/6/2015 2:10 PM,1,Alabama,CALHOUN (15),2,1,3,0
10629,11/7/2015 5:50 PM,1,Alabama,MOBILE (97),2,1,2,1
10630,11/8/2015 2:08 AM,1,Alabama,CLARKE (25),1,1,1,0
10631,11/12/2015 2:57 PM,1,Alabama,BIBB (7),2,1,4,0
10632,11/12/2015 4:35 PM,1,Alabama,DALLAS (47),1,1,4,0
10633,11/13/2015 9:30 PM,1,Alabama,MADISON (89),1,1,1,0
10634,11/14/2015 6:30 PM,1,Alabama,FAYETTE (57),1,1,1,0
10635,11/14/2015 8:20 PM,1,Alabama,MOBILE (97),2,1,5,0
10636,11/15/2015 10:03 AM,1,Alabama,MARSHALL (95),2,1,4,0
10637,11/15/2015 1:20 AM,1,Alabama,BUTLER (13),1,1,1,0
10638,11/28/2015 6:28 PM,1,Alabama,JACKSON (71),1,1,1,0
10639,11/18/2015 6:30 PM,1,Alabama,MOBILE (97),1,1,2,1
10640,11/19/2015 9:00 AM,1,Alabama,CHEROKEE (19),2,1,2,0
10641,11/20/2015 9:08 PM,1,Alabama,BARBOUR (5),1,1,2,0
10642,11/20/2015 12:45 AM,1,Alabama,GREENE (63),1,1,1,0
10643,11/20/2015 12:58 AM,1,Alabama,BALDWIN (3),1,1,1,0
10644,11/23/2015 9:50 PM,1,Alabama,CULLMAN (43),1,2,2,0
10645,11/23/2015 7:20 AM,1,Alabama,LAWRENCE (79),2,1,5,0
10646,11/27/2015 7:55 AM,1,Alabama,TALLADEGA (121),1,1,1,0
10647,11/27/2015 5:42 PM,1,Alabama,MOBILE (97),2,1,2,1
10648,11/28/2015 6:20 AM,1,Alabama,LIMESTONE (83),1,1,5,0
10649,11/27/2015 12:15 PM,1,Alabama,MACON (87),2,1,2,0
10650,12/12/2015 1:40 AM,1,Alabama,ST. CLAIR (115),3,1,4,0
10651,12/10/2015 8:33 PM,1,Alabama,DEKALB (49),2,1,3,0
10652,12/6/2015 7:39 PM,1,Alabama,LEE (81),1,1,2,0
10653,1/1/0001 12:00 AM,1,Alabama,PIKE (109),1,1,1,0
10654,11/3/2015 6:10 AM,1,Alabama,JEFFERSON (73),1,1,2,0
10655,11/18/2015 3:37 PM,1,Alabama,ELMORE (51),3,1,3,0
10656,11/27/2015 10:35 PM,1,Alabama,GENEVA (61),3,3,7,0
10657,11/29/2015 10:45 AM,1,Alabama,ESCAMBIA (53),1,1,1,0
10658,12/1/2015 7:47 PM,1,Alabama,JEFFERSON (73),1,1,1,0
10659,12/3/2015 1:20 AM,1,Alabama,MOBILE (97),1,1,1,0
10660,12/4/2015 5:00 AM,1,Alabama,BIBB (7),1,1,1,0
10661,12/4/2015 5:39 PM,1,Alabama,JEFFERSON (73),1,1,1,1
10662,12/5/2015 6:10 PM,1,Alabama,MOBILE (97),1,1,1,1
10663,12/5/2015 11:00 PM,1,Alabama,CLEBURNE (29),2,1,2,0
10664,12/5/2015 5:20 PM,1,Alabama,BALDWIN (3),2,1,3,0
10665,12/6/2015 2:10 AM,1,Alabama,PIKE (109),1,1,2,0
10666,12/7/2015 5:45 AM,1,Alabama,DALE (45),1,1,1,0
10667,12/7/2015 6:28 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10668,12/8/2015 7:05 AM,1,Alabama,MARION (93),2,1,2,0
10669,12/9/2015 6:08 AM,1,Alabama,MONTGOMERY (101),1,1,1,2
10670,12/10/2015 10:47 PM,1,Alabama,JEFFERSON (73),1,1,2,1
10671,12/12/2015 3:41 PM,1,Alabama,DALE (45),1,1,1,0
10672,12/13/2015 6:10 AM,1,Alabama,CLARKE (25),2,1,3,0
10673,12/9/2015 12:53 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10674,12/19/2015 11:42 PM,1,Alabama,JEFFERSON (73),1,1,6,1
10675,12/9/2015 5:22 PM,1,Alabama,MONTGOMERY (101),2,1,2,0
10676,12/13/2015 10:24 AM,1,Alabama,TALLAPOOSA (123),1,1,1,0
10677,12/15/2015 2:58 PM,1,Alabama,BIBB (7),2,1,2,0
10678,12/15/2015 6:30 PM,1,Alabama,ESCAMBIA (53),1,2,2,0
10679,12/17/2015 10:00 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10680,12/16/2015 1:15 PM,1,Alabama,ELMORE (51),2,1,4,0
10681,12/18/2015 9:24 PM,1,Alabama,TALLADEGA (121),2,1,3,0
10682,12/19/2015 9:57 PM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10683,12/20/2015 4:37 PM,1,Alabama,LIMESTONE (83),2,1,2,0
10684,11/25/2015 5:20 PM,1,Alabama,ELMORE (51),1,1,1,0
10685,12/26/2015 7:10 AM,1,Alabama,ETOWAH (55),1,1,1,0
10686,12/5/2015 10:35 AM,1,Alabama,COOSA (37),2,1,3,0
10687,12/17/2015 9:15 PM,1,Alabama,MARION (93),1,1,2,0
10688,12/17/2015 5:45 AM,1,Alabama,SHELBY (117),2,1,2,0
10689,12/18/2015 9:45 AM,1,Alabama,MORGAN (103),1,1,1,0
10690,12/16/2015 5:20 PM,1,Alabama,WINSTON (133),2,1,3,0
10691,12/20/2015 2:40 PM,1,Alabama,CULLMAN (43),2,1,3,0
10692,12/20/2015 1:19 AM,1,Alabama,CHAMBERS (17),1,1,1,0
10693,12/20/2015 1:17 AM,1,Alabama,CLEBURNE (29),1,1,1,0
10694,12/21/2015 4:20 PM,1,Alabama,JEFFERSON (73),2,1,1,0
10695,12/22/2015 5:55 PM,1,Alabama,DEKALB (49),2,1,2,0
10696,12/23/2015 3:10 AM,1,Alabama,MOBILE (97),1,1,1,0
10697,12/23/2015 10:22 AM,1,Alabama,JEFFERSON (73),2,1,2,0
10698,12/25/2015 6:27 PM,1,Alabama,TUSCALOOSA (125),2,1,2,0
10699,12/29/2015 4:30 AM,1,Alabama,LIMESTONE (83),1,1,1,0
10700,10/3/2015 6:48 AM,1,Alabama,SUMTER (119),1,1,1,0
10701,12/16/2015 7:40 AM,1,Alabama,COFFEE (31),2,3,5,0
10702,12/17/2015 9:53 PM,1,Alabama,MADISON (89),1,1,1,1
10703,12/19/2015 11:08 AM,1,Alabama,JEFFERSON (73),3,1,3,0
10704,12/24/2015 5:50 PM,1,Alabama,CULLMAN (43),4,2,7,0
10705,12/27/2015 12:46 PM,1,Alabama,MOBILE (97),1,1,1,0
10706,12/28/2015 2:14 AM,1,Alabama,MOBILE (97),1,1,2,0
10707,12/29/2015 7:24 AM,1,Alabama,GENEVA (61),2,1,2,0
10708,12/30/2015 6:15 PM,1,Alabama,TUSCALOOSA (125),1,1,1,1
10709,12/29/2015 7:45 AM,1,Alabama,TUSCALOOSA (125),1,1,1,0
10710,9/26/2015 1:30 AM,1,Alabama,ELMORE (51),1,3,5,0
10711,9/16/2015 6:20 PM,1,Alabama,JACKSON (71),1,1,2,0
10712,9/4/2015 2:15 PM,1,Alabama,MONTGOMERY (101),3,1,2,3
10713,9/2/2015 10:00 AM,1,Alabama,MADISON (89),1,1,1,1
10714,5/2/2015 7:20 PM,1,Alabama,TALLAPOOSA (123),1,1,1,0
10715,6/29/2015 10:10 PM,1,Alabama,WALKER (127),1,1,3,1
10716,7/29/2015 9:10 PM,1,Alabama,CHOCTAW (23),1,1,1,0
10717,9/10/2015 6:20 AM,1,Alabama,TALLADEGA (121),2,1,3,0
10718,9/23/2015 7:25 AM,1,Alabama,TALLADEGA (121),2,1,2,0
10719,9/26/2015 3:05 AM,1,Alabama,MOBILE (97),1,1,2,0
10720,9/30/2015 12:15 PM,1,Alabama,MOBILE (97),3,2,4,0
10721,9/30/2015 6:55 PM,1,Alabama,MADISON (89),2,1,2,0
10722,10/24/2015 3:00 PM,1,Alabama,SUMTER (119),2,1,3,0
10723,10/24/2015 6:17 PM,1,Alabama,MADISON (89),1,1,1,0
10724,10/26/2015 1:50 PM,1,Alabama,JACKSON (71),1,1,1,0
10725,10/29/2015 12:00 AM,1,Alabama,COFFEE (31),1,1,1,0
10726,10/29/2015 4:50 PM,1,Alabama,CLARKE (25),1,1,1,0
10727,10/2/2015 12:50 PM,1,Alabama,DALE (45),3,1,4,0
10728,10/3/2015 1:52 AM,1,Alabama,BARBOUR (5),1,1,1,1
10729,10/3/2015 6:00 AM,1,Alabama,RANDOLPH (111),1,1,1,0
10730,10/3/2015 10:33 PM,1,Alabama,TUSCALOOSA (125),2,1,3,0
10731,10/4/2015 3:35 AM,1,Alabama,ELMORE (51),2,1,2,0
10732,10/4/2015 4:30 AM,1,Alabama,MOBILE (97),1,1,1,0
10733,10/4/2015 3:45 PM,1,Alabama,WILCOX (131),1,1,1,0
10734,10/4/2015 8:05 PM,1,Alabama,DALLAS (47),1,1,1,1
10735,10/5/2015 1:30 AM,1,Alabama,COFFEE (31),1,1,1,1
10736,10/8/2015 6:17 AM,1,Alabama,MARION (93),1,1,1,1
10737,10/11/2015 4:53 PM,1,Alabama,MOBILE (97),1,1,1,0
10738,10/14/2015 6:45 PM,1,Alabama,LEE (81),1,1,1,1
10739,10/15/2015 1:10 PM,1,Alabama,PIKE (109),2,1,3,0
10740,10/15/2015 5:25 PM,1,Alabama,COLBERT (33),1,1,1,0
10741,10/16/2015 3:25 PM,1,Alabama,CALHOUN (15),2,1,5,0
10742,10/16/2015 6:20 PM,1,Alabama,TALLADEGA (121),1,1,1,0
10743,10/16/2015 11:40 AM,1,Alabama,CULLMAN (43),1,1,1,0
10744,10/18/2015 6:00 PM,1,Alabama,MARION (93),2,1,3,0
10745,10/24/2015 12:30 PM,1,Alabama,MONTGOMERY (101),1,1,1,0
10746,10/29/2015 5:38 PM,1,Alabama,GREENE (63),2,1,4,0
10747,10/3/2015 7:05 AM,1,Alabama,WINSTON (133),1,1,2,0
10748,10/5/2015 8:45 PM,1,Alabama,ESCAMBIA (53),1,1,6,0
10749,12/9/2015 12:50 AM,1,Alabama,SUMTER (119),1,1,1,0
10750,10/28/2015 4:04 PM,1,Alabama,ETOWAH (55),2,1,2,0
10751,11/22/2015 6:45 AM,1,Alabama,JEFFERSON (73),1,2,7,0
10752,11/6/2015 6:00 AM,1,Alabama,DEKALB (49),1,1,1,0
10753,11/11/2015 6:16 PM,1,Alabama,PIKE (109),2,1,4,0
10754,11/10/2015 11:05 AM,1,Alabama,BLOUNT (9),2,1,2,0
10755,11/8/2015 6:50 AM,1,Alabama,HALE (65),2,2,3,0
10756,11/5/2015 5:50 PM,1,Alabama,CHAMBERS (17),1,1,1,1
10757,11/2/2015 8:20 PM,1,Alabama,WILCOX (131),1,1,1,1
10758,11/1/2015 7:50 PM,1,Alabama,MORGAN (103),3,1,2,1
10759,11/22/2015 6:30 PM,1,Alabama,BARBOUR (5),1,1,2,0
10760,11/7/2015 11:30 AM,1,Alabama,MOBILE (97),2,2,6,0
10761,11/3/2015 7:35 AM,1,Alabama,JACKSON (71),2,1,2,0
10762,11/29/2015 4:15 AM,1,Alabama,MOBILE (97),2,2,3,0
10763,11/19/2015 6:18 PM,1,Alabama,BALDWIN (3),2,1,2,0
10764,12/30/2015 4:37 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10765,12/30/2015 4:43 AM,1,Alabama,JEFFERSON (73),1,1,1,0
10766,12/25/2015 8:00 PM,1,Alabama,CHAMBERS (17),1,1,1,1
10767,10/13/2015 3:57 PM,1,Alabama,LIMESTONE (83),2,1,2,0
10768,11/7/2015 9:58 PM,1,Alabama,LIMESTONE (83),1,1,1,0
10769,9/6/2015 8:30 PM,1,Alabama,LIMESTONE (83),1,1,1,1
10770,8/11/2015 12:55 PM,1,Alabama,LIMESTONE (83),4,1,4,0
10771,12/2/2015 8:00 AM,1,Alabama,ESCAMBIA (53),1,1,1,0
10772,12/6/2015 9:20 AM,1,Alabama,TUSCALOOSA (125),1,1,5,0
10773,12/7/2015 5:05 AM,1,Alabama,CHOCTAW (23),2,1,2,0
10774,12/11/2015 1:15 AM,1,Alabama,CHILTON (21),1,1,1,0
10775,12/20/2015 9:25 AM,1,Alabama,ELMORE (51),1,1,1,0
10776,12/21/2015 4:45 PM,1,Alabama,MONROE (99),2,1,2,0
10777,12/26/2015 5:30 PM,1,Alabama,GREENE (63),2,3,2,11
10778,12/30/2015 10:25 AM,1,Alabama,BUTLER (13),2,1,3,0
10779,12/11/2015 3:45 PM,1,Alabama,LAMAR (75),2,1,5,0
10780,12/11/2015 11:40 PM,1,Alabama,PIKE (109),1,1,3,0
10781,12/12/2015 2:20 AM,1,Alabama,MOBILE (97),1,1,3,0
10782,12/19/2015 7:30 AM,1,Alabama,PERRY (105),1,1,2,0
10783,12/19/2015 6:30 PM,1,Alabama,ELMORE (51),1,1,1,1
10784,12/25/2015 2:00 AM,1,Alabama,CHILTON (21),1,3,5,0
10785,10/3/2015 2:19 AM,1,Alabama,PIKE (109),1,1,1,0
510001,1/1/2015 3:30 PM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510002,1/2/2015 6:59 PM,51,Virginia,WINCHESTER (840),1,1,1,1
510003,1/2/2015 1:55 PM,51,Virginia,TAZEWELL (185),1,1,1,0
510004,1/4/2015 3:15 PM,51,Virginia,PITTSYLVANIA (143),2,1,3,0
510005,1/3/2015 7:58 AM,51,Virginia,BRUNSWICK (25),1,1,1,0
510006,1/6/2015 1:19 AM,51,Virginia,CHARLOTTE (37),1,1,2,0
510007,1/6/2015 7:42 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510008,1/4/2015 1:03 AM,51,Virginia,CHESAPEAKE (550),1,1,1,0
510009,1/9/2015 4:13 PM,51,Virginia,WYTHE (197),2,1,2,0
510010,1/8/2015 7:10 PM,51,Virginia,ROCKINGHAM (165),1,1,1,1
510011,1/6/2015 11:45 AM,51,Virginia,ROCKBRIDGE (163),1,1,1,0
510012,1/8/2015 2:35 PM,51,Virginia,CARROLL (35),2,1,2,0
510013,1/12/2015 12:20 AM,51,Virginia,WARREN (187),1,1,5,0
510014,1/14/2015 5:30 AM,51,Virginia,HENRICO (87),1,1,1,0
510015,1/14/2015 2:00 AM,51,Virginia,DINWIDDIE (53),1,1,1,0
510016,1/15/2015 8:50 PM,51,Virginia,LOUISA (109),1,1,2,0
510017,1/17/2015 6:44 PM,51,Virginia,HALIFAX (83),1,1,1,0
510018,1/18/2015 5:20 AM,51,Virginia,CHESAPEAKE (550),1,1,1,1
510019,1/19/2015 6:17 AM,51,Virginia,HENRICO (87),2,1,3,0
510020,1/18/2015 1:10 PM,51,Virginia,FAIRFAX (59),2,1,6,0
510021,1/20/2015 5:34 PM,51,Virginia,SUFFOLK (800),2,1,1,0
510022,1/22/2015 10:11 PM,51,Virginia,ARLINGTON (13),1,1,1,0
510023,1/20/2015 3:15 AM,51,Virginia,GREENE (79),2,1,2,1
510024,1/23/2015 12:40 PM,51,Virginia,NORFOLK (710),2,1,5,0
510025,1/25/2015 7:47 AM,51,Virginia,SUFFOLK (800),1,1,1,0
510026,1/26/2015 7:55 AM,51,Virginia,KING AND QUEEN (97),2,1,2,0
510027,1/22/2015 4:00 PM,51,Virginia,DINWIDDIE (53),1,1,1,0
510028,1/23/2015 4:07 AM,51,Virginia,FREDERICK (69),1,1,1,0
510029,1/27/2015 9:06 PM,51,Virginia,MECKLENBURG (117),1,1,1,0
510030,1/31/2015 1:32 AM,51,Virginia,HALIFAX (83),1,1,1,0
510031,2/1/2015 9:48 PM,51,Virginia,YORK (199),1,1,1,2
510032,2/2/2015 2:35 PM,51,Virginia,SHENANDOAH (171),2,1,3,0
510033,2/3/2015 8:30 AM,51,Virginia,CHESTERFIELD (41),2,1,4,0
510034,2/3/2015 2:18 PM,51,Virginia,HENRY (89),2,1,5,0
510035,1/31/2015 8:11 PM,51,Virginia,MONTGOMERY (121),3,1,5,0
510036,2/3/2015 5:03 PM,51,Virginia,VIRGINIA BEACH (810),1,1,1,1
510037,2/4/2015 3:15 PM,51,Virginia,CAMPBELL (31),1,1,1,0
510038,2/5/2015 2:19 AM,51,Virginia,ALBEMARLE (3),1,1,3,0
510039,2/4/2015 9:24 AM,51,Virginia,FREDERICK (69),1,1,1,0
510040,2/6/2015 10:47 AM,51,Virginia,FAUQUIER (61),2,1,3,0
510041,1/9/2015 12:31 PM,51,Virginia,CHARLES CITY (36),1,1,1,0
510042,2/6/2015 7:23 PM,51,Virginia,WISE (195),2,1,4,0
510043,2/7/2015 12:44 PM,51,Virginia,WISE (195),2,1,4,0
510044,2/7/2015 10:30 AM,51,Virginia,ALLEGHANY (5),1,1,1,0
510045,2/7/2015 7:22 PM,51,Virginia,ALBEMARLE (3),1,1,1,0
510046,2/9/2015 12:40 PM,51,Virginia,CHESTERFIELD (41),1,1,2,0
510047,2/10/2015 8:04 AM,51,Virginia,SUFFOLK (800),2,2,3,0
510048,2/8/2015 2:40 AM,51,Virginia,PORTSMOUTH (740),1,1,1,0
510049,2/7/2015 11:41 PM,51,Virginia,PRINCE GEORGE (149),1,1,1,1
510050,1/31/2015 1:49 PM,51,Virginia,VIRGINIA BEACH (810),1,1,2,1
510051,2/11/2015 6:20 AM,51,Virginia,ORANGE (137),2,1,3,0
510052,2/14/2015 3:36 PM,51,Virginia,MONTGOMERY (121),1,1,1,0
510053,2/9/2015 11:40 PM,51,Virginia,BOTETOURT (23),1,1,2,0
510054,2/13/2015 11:30 PM,51,Virginia,SOUTHAMPTON (175),2,1,2,0
510055,2/15/2015 12:55 AM,51,Virginia,FREDERICK (69),1,1,1,0
510056,2/16/2015 12:50 PM,51,Virginia,WYTHE (197),1,1,2,0
510057,1/23/2015 2:34 AM,51,Virginia,VIRGINIA BEACH (810),1,1,2,0
510058,2/16/2015 9:30 PM,51,Virginia,LOUDOUN (107),2,1,4,0
510059,2/18/2015 3:52 PM,51,Virginia,GLOUCESTER (73),2,1,3,0
510060,2/17/2015 9:30 PM,51,Virginia,CHESAPEAKE (550),2,1,2,0
510061,2/21/2015 1:55 PM,51,Virginia,CHESTERFIELD (41),1,1,2,0
510062,2/18/2015 5:38 AM,51,Virginia,HENRICO (87),1,1,1,1
510063,2/20/2015 10:38 PM,51,Virginia,BRUNSWICK (25),2,1,2,0
510064,2/24/2015 6:32 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510065,2/24/2015 12:04 AM,51,Virginia,NEWPORT NEWS (700),2,1,2,0
510066,1/23/2015 7:07 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510067,2/25/2015 6:00 AM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510068,2/12/2015 6:24 AM,51,Virginia,HAMPTON (650),2,1,2,0
510069,2/25/2015 9:05 AM,51,Virginia,FREDERICK (69),1,1,1,0
510070,2/25/2015 6:50 AM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510071,2/27/2015 6:25 PM,51,Virginia,CHESTERFIELD (41),1,2,2,0
510072,2/27/2015 2:00 AM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510073,2/28/2015 4:25 PM,51,Virginia,PITTSYLVANIA (143),1,1,1,0
510074,3/1/2015 7:15 AM,51,Virginia,BRUNSWICK (25),1,1,4,0
510075,2/4/2015 6:03 PM,51,Virginia,NEWPORT NEWS (700),2,1,2,0
510076,1/13/2015 11:46 PM,51,Virginia,FAIRFAX (59),2,1,2,1
510077,2/26/2015 6:02 PM,51,Virginia,CHESTERFIELD (41),1,1,2,1
510078,2/27/2015 5:50 PM,51,Virginia,CHESAPEAKE (550),4,1,7,0
510079,3/1/2015 9:30 AM,51,Virginia,RUSSELL (167),2,1,3,0
510080,2/27/2015 9:24 PM,51,Virginia,WYTHE (197),1,2,2,0
510081,3/2/2015 4:50 PM,51,Virginia,CHARLOTTE (37),1,1,1,0
510082,2/26/2015 8:18 PM,51,Virginia,WASHINGTON (191),1,1,1,1
510083,3/3/2015 10:19 AM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510084,3/1/2015 8:08 PM,51,Virginia,GOOCHLAND (75),3,2,5,0
510085,2/27/2015 9:30 PM,51,Virginia,HENRY (89),1,1,1,0
510086,2/24/2015 8:44 AM,51,Virginia,SUFFOLK (800),2,1,2,0
510087,2/21/2015 7:40 AM,51,Virginia,WYTHE (197),1,1,2,0
510088,3/1/2015 3:46 PM,51,Virginia,FAIRFAX (59),1,1,2,0
510089,3/5/2015 1:59 PM,51,Virginia,HENRICO (87),1,1,4,0
510090,3/6/2015 5:15 PM,51,Virginia,WYTHE (197),1,1,1,0
510091,3/7/2015 9:09 PM,51,Virginia,CHESTERFIELD (41),1,1,1,0
510092,3/7/2015 10:25 PM,51,Virginia,CHESTERFIELD (41),2,1,3,0
510093,3/5/2015 6:10 PM,51,Virginia,MONTGOMERY (121),2,1,2,0
510094,3/8/2015 12:25 PM,51,Virginia,NEW KENT (127),1,1,1,0
510095,3/7/2015 2:30 PM,51,Virginia,GLOUCESTER (73),3,1,4,0
510096,3/8/2015 8:17 PM,51,Virginia,JAMES CITY (95),1,1,1,1
510097,3/5/2015 8:59 PM,51,Virginia,JAMES CITY (95),1,1,1,1
510098,1/24/2015 10:54 AM,51,Virginia,STAUNTON (790),2,1,4,0
510099,2/4/2015 5:23 AM,51,Virginia,NORFOLK (710),1,1,1,1
510100,2/24/2015 5:07 AM,51,Virginia,HANOVER (85),2,1,1,0
510101,3/14/2015 9:30 PM,51,Virginia,SUSSEX (183),1,1,1,0
510102,3/16/2015 9:30 PM,51,Virginia,ROCKINGHAM (165),2,1,3,0
510103,3/16/2015 12:30 AM,51,Virginia,AUGUSTA (15),1,2,5,0
510104,3/14/2015 9:47 PM,51,Virginia,FAUQUIER (61),2,1,5,0
510105,3/13/2015 9:30 AM,51,Virginia,NEW KENT (127),1,1,1,0
510106,3/18/2015 6:20 AM,51,Virginia,CLARKE (43),1,1,1,0
510107,3/18/2015 5:00 PM,51,Virginia,CHESTERFIELD (41),3,1,3,0
510108,1/16/2015 8:58 PM,51,Virginia,HAMPTON (650),1,1,1,1
510109,3/17/2015 6:38 PM,51,Virginia,CHESTERFIELD (41),2,1,1,2
510110,3/20/2015 10:36 AM,51,Virginia,HALIFAX (83),1,1,1,0
510111,3/20/2015 12:14 AM,51,Virginia,BRUNSWICK (25),1,1,1,1
510112,3/10/2015 12:21 PM,51,Virginia,HANOVER (85),1,1,1,0
510113,3/22/2015 2:50 PM,51,Virginia,BRUNSWICK (25),1,1,1,0
510114,2/7/2015 2:22 AM,51,Virginia,NORFOLK (710),1,1,2,0
510115,3/4/2015 6:23 AM,51,Virginia,FAIRFAX (59),1,1,1,1
510116,3/22/2015 12:36 AM,51,Virginia,PITTSYLVANIA (143),2,1,2,0
510117,3/18/2015 11:28 AM,51,Virginia,ROCKINGHAM (165),2,1,3,0
510118,3/23/2015 12:15 PM,51,Virginia,ORANGE (137),1,1,1,0
510119,3/23/2015 10:39 AM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510120,3/25/2015 3:56 PM,51,Virginia,FAUQUIER (61),1,1,1,0
510121,3/24/2015 6:35 PM,51,Virginia,HENRICO (87),1,1,1,0
510122,3/23/2015 6:47 PM,51,Virginia,VIRGINIA BEACH (810),1,1,1,0
510123,3/29/2015 1:20 AM,51,Virginia,CRAIG (45),1,1,1,0
510124,1/31/2015 2:33 AM,51,Virginia,ROANOKE (770),4,3,6,0
510125,3/17/2015 12:23 PM,51,Virginia,PRINCE WILLIAM (153),1,1,1,0
510126,3/26/2015 8:13 PM,51,Virginia,CHESAPEAKE (550),1,1,1,1
510127,4/1/2015 1:15 PM,51,Virginia,CLARKE (43),1,1,1,0
510128,4/1/2015 10:50 AM,51,Virginia,TAZEWELL (185),1,1,1,0
510129,3/31/2015 3:07 AM,51,Virginia,ACCOMACK (1),1,1,1,1
510130,4/3/2015 8:30 PM,51,Virginia,ARLINGTON (13),3,1,3,0
510131,4/2/2015 5:51 AM,51,Virginia,NORFOLK (710),3,1,3,0
510132,3/30/2015 11:15 PM,51,Virginia,FREDERICK (69),2,1,2,0
510133,4/3/2015 2:57 PM,51,Virginia,CULPEPER (47),1,1,1,0
510134,2/7/2015 7:03 PM,51,Virginia,JAMES CITY (95),2,1,2,0
510135,4/3/2015 1:52 AM,51,Virginia,CAROLINE (33),1,1,1,0
510136,4/6/2015 1:07 PM,51,Virginia,CHESTERFIELD (41),4,1,4,0
510137,4/7/2015 6:10 AM,51,Virginia,VIRGINIA BEACH (810),1,1,1,0
510138,4/7/2015 9:02 PM,51,Virginia,CHESTERFIELD (41),1,1,1,1
510139,4/5/2015 2:29 PM,51,Virginia,VIRGINIA BEACH (810),2,1,3,0
510140,4/7/2015 5:53 AM,51,Virginia,HENRICO (87),2,1,2,0
510141,4/10/2015 4:47 PM,51,Virginia,ROCKBRIDGE (163),1,1,1,0
510142,4/12/2015 12:00 AM,51,Virginia,CAROLINE (33),1,1,1,0
510143,4/9/2015 9:59 PM,51,Virginia,ALEXANDRIA (510),3,2,3,0
510144,4/12/2015 2:18 PM,51,Virginia,RICHMOND (760),2,1,4,0
510145,4/11/2015 2:11 AM,51,Virginia,MONTGOMERY (121),1,1,5,0
510146,4/13/2015 2:45 PM,51,Virginia,RICHMOND (760),3,1,2,0
510147,4/13/2015 2:48 PM,51,Virginia,STAFFORD (179),2,1,2,0
510148,4/11/2015 4:30 PM,51,Virginia,NOTTOWAY (135),2,1,4,0
510149,4/13/2015 2:10 AM,51,Virginia,STAFFORD (179),1,1,2,0
510150,4/7/2015 9:32 AM,51,Virginia,NORTHUMBERLAND (133),1,1,1,0
510151,4/12/2015 3:55 PM,51,Virginia,DICKENSON (51),1,1,5,0
510152,4/14/2015 4:45 PM,51,Virginia,HENRY (89),1,1,1,0
510153,4/12/2015 3:00 PM,51,Virginia,SPOTSYLVANIA (177),3,1,3,0
510154,4/16/2015 2:35 PM,51,Virginia,HALIFAX (83),1,1,1,0
510155,4/14/2015 10:15 AM,51,Virginia,CUMBERLAND (49),2,1,7,0
510156,4/15/2015 3:15 PM,51,Virginia,ALLEGHANY (5),2,1,2,0
510157,4/15/2015 6:45 AM,51,Virginia,NORFOLK (710),2,1,2,0
510158,4/15/2015 10:29 PM,51,Virginia,VIRGINIA BEACH (810),1,1,1,0
510159,4/19/2015 5:31 PM,51,Virginia,PITTSYLVANIA (143),1,1,4,0
510160,4/20/2015 6:11 PM,51,Virginia,AUGUSTA (15),2,2,4,0
510161,4/18/2015 3:39 PM,51,Virginia,CHARLOTTE (37),1,1,2,0
510162,4/18/2015 6:09 AM,51,Virginia,PRINCE EDWARD (147),1,1,1,0
510163,4/20/2015 1:20 PM,51,Virginia,SMYTH (173),1,1,1,0
510164,4/22/2015 7:50 PM,51,Virginia,NEW KENT (127),1,1,1,0
510165,4/19/2015 3:40 PM,51,Virginia,ROCKBRIDGE (163),2,2,6,0
510166,4/24/2015 4:30 PM,51,Virginia,FRANKLIN (67),2,1,2,0
510167,4/25/2015 3:05 AM,51,Virginia,DANVILLE (590),1,1,1,0
510168,4/24/2015 5:09 PM,51,Virginia,PRINCE EDWARD (147),2,1,3,0
