CaseNumber,Make,Model,Year,LicenseState,Death,Speeding,SpeedLimit,RoadConditions,Violation
61160,Dodge,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",2007,California,0,No,40,Dry,None
61160,Other Make,450-749cc,2006,California,1,No,40,Dry,None
61161,International Harvester/Navistar,Medium/Heavy - CBE,2008,California,0,No,65,Wet,None
61162,Chevrolet,Fullsize Blazer/Tahoe,2003,California,1,"Yes, Too Fast for Conditions",55,Wet,None
61163,Chevrolet,"C, K, R, V-series pickup/Silverado",1991,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61163,Volvo,Medium/Heavy ï¿½ CBE,2011,California,0,No,45,Dry,None
61165,Ford,Expedition,2003,California,2,No,60,Dry,None
61166,Chevrolet,"C, K, R, V-series pickup/Silverado",2018,Reported as Unknown,0,"Yes, Too Fast for Conditions",35,Dry,None
61166,Ford,Fusion,2017,California,2,No,35,Dry,None
61167,Infiniti,Q60,2018,California,0,"Yes, Too Fast for Conditions",35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61167,Acura,MDX,2017,California,0,No,35,Dry,None
61168,Honda,450-749 cc,2017,California,1,No,35,Dry,None
61169,Suzuki,750cc-over,2008,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61169,Toyota,Camry,2013,California,0,No,35,Dry,None
61170,Nissan/Datsun,Frontier (1998 on),2017,Reported as Unknown,3,No,55,Dry,None
61170,Freightliner,Medium/Heavy - CBE,2015,California,0,No,55,Dry,None
61171,Dodge,"Medium/Heavy Pickup (pickup-style only ï¿½ over 10,000 lbs)",2016,California,0,No,50,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61171,Chevrolet,Suburban (from 1950-2003;see 422 for 2004 on),2002,California,1,No,50,Dry,None
61172,Mercedes-Benz,CLA Class,2016,California,0,"Yes, Too Fast for Conditions",40,Dry,None
61172,Toyota,C-HR,2018,California,0,"Yes, Too Fast for Conditions",40,Dry,None
61173,Honda,450-749 cc,2007,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61174,Toyota,Camry,2009,California,0,No,45,Dry,None
61175,Toyota,Tundra,2011,California,0,No,65,Dry,None
61176,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2003,California,0,No,35,Dry,None
61176,Honda,450-749 cc,2006,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61177,Chevrolet,"C, K, R, V-series pickup/Silverado",2014,California,1,"Yes, Exceeded Speed Limit",65,Dry,None
61177,Mercedes-Benz,E Class (97 on),2001,California,0,No,65,Dry,None
61177,Chevrolet,"C, K, R, V-series pickup/Silverado",2001,California,0,No,65,Dry,None
61177,GMC,"C, K, R, V-series pickup/     Sierra",2006,California,0,No,65,Dry,None
61177,Dodge,Charger,2014,California,0,No,65,Dry,None
61177,Honda,"Civic/CRX, del Sol",2013,California,0,No,65,Dry,None
61177,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2017,California,0,No,65,Dry,None
61177,Chevrolet,"C, K, R, V-series pickup/Silverado",2004,California,0,No,65,Dry,None
61177,Dodge,Ram Pickup,2001,California,1,No,65,Dry,None
61178,Mitsubishi,Lancer/Lancer Sportback/ Lancer Evolution,2015,California,1,No,65,Dry,None
61178,Hyundai,Veracruz  (2008 on; see 403 for 2007 only),2008,California,0,No,65,Dry,None
61178,KIA,Soul,2014,California,0,No,65,Dry,None
61179,Ford,Escape,2012,California,1,No,65,Dry,None
61180,Toyota,Tacoma,2011,California,0,No,45,Dry,None
61180,Honda,Odyssey,2013,California,1,No,45,Dry,None
61181,Toyota,Tacoma,2018,California,0,No,35,Dry,None
61182,Suzuki,450-749cc,2003,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61182,Toyota,Corolla,2011,California,0,No,35,Dry,None
61183,Chrysler,Sebring,2004,California,0,No,0,Non-Trafficway or Driveway Access,None
61184,Harley-Davidson,750cc or greater,1997,California,1,No,40,Dry,None
61184,Dodge,Ram Pickup,2007,California,0,No,40,Dry,None
61185,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1997,California,2,"Yes, Too Fast for Conditions",55,Dry,None
61185,Freightliner,Medium/Heavy - CBE,2015,California,0,No,55,Dry,None
61186,Toyota,Camry,1997,California,1,No,65,Dry,None
61186,Mazda,Mazda6,2004,California,0,No,65,Dry,None
61186,GMC,Fullsize Jimmy/Yukon,2018,California,0,No,65,Dry,None
61187,Harley-Davidson,750cc or greater,2007,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61187,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2001,California,0,No,55,Dry,None
61187,Harley-Davidson,750cc or greater,2016,California,0,No,55,Dry,None
61188,Dodge,Ram Pickup,2005,California,1,No,70,Dry,None
61189,Chevrolet,Camaro,2014,California,0,No,45,Dry,None
61190,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2006,New York,1,No,65,Dry,None
61191,Chevrolet,Spark,2016,California,2,No,65,Dry,None
61192,Ford,F-Series pickup,2001,California,1,No,55,Dry,None
61193,Honda,"Civic/CRX, del Sol",2016,California,1,No,65,Dry,None
61194,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,55,Wet,None
61195,Audi,A4,2000,California,1,No,55,Dry,None
61195,Toyota,4-Runner,2007,California,1,No,55,Dry,None
61196,BMW,3-series,2009,California,1,No,65,Wet,None
61197,Acura,MDX,2002,California,1,"Yes, Exceeded Speed Limit",65,Dry,None
61197,Chevrolet,Camaro,2018,California,0,No,65,Dry,None
61198,Lexus,GS-300/350/400/430/ 450h/460,2002,California,1,"Yes, Too Fast for Conditions",40,Wet,None
61199,Honda,Pilot,2006,California,1,Reported as Unknown,45,Dry,None
61200,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,"Yes, Too Fast for Conditions",45,Dry,None
61201,Ford,Escape,2008,California,0,"Yes, Too Fast for Conditions",45,Dry,None
61201,Ford,Taurus/Taurus X,2003,California,0,"Yes, Too Fast for Conditions",45,Dry,None
61201,Chevrolet,"TrailBlazer (2003 on; for 2002 model, see 401)",2005,California,0,No,45,Dry,None
61202,Nissan/Datsun,Altima,2005,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61203,KIA,Soul,2013,California,0,No,65,Dry,None
61204,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,Reported as Unknown,40,Dry,None
61205,Mazda,RX7,1994,California,1,"Yes, Racing",40,Dry,None
61206,Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",2015,California,1,"Yes, Too Fast for Conditions",55,Not Reported,None
61206,Chevrolet,"C, K, R, V-series pickup/Silverado",2005,California,0,No,55,Not Reported,None
61207,Other Make,Unknown cc,2000,California,1,No,40,Dry,None
61208,Honda,"Civic/CRX, del Sol",2015,California,1,"Yes, Too Fast for Conditions",55,Wet,None
61209,Dodge,Ram Pickup,2015,California,0,No,45,Dry,None
61210,GMC,"C, K, R, V-series pickup/     Sierra",2007,California,0,No,40,Dry,None
61211,Chevrolet,Malibu/Malibu Maxx,2010,California,1,No,55,Dry,None
61211,Freightliner,Medium/Heavy - CBE,2001,California,0,No,55,Dry,None
61212,Mazda,Mazda5,2015,California,1,No,65,Dry,None
61213,Dodge,Ram Pickup,2018,California,0,No,60,Dry,None
61214,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2002,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61215,Toyota,Tacoma,2001,California,0,No,35,Dry,None
61216,Toyota,RAV4 *,2001,California,0,No,35,Dry,None
61217,Ford,Focus,2014,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61217,Chevrolet,"C, K, R, V-series pickup/Silverado",2001,California,0,No,55,Dry,None
61218,Volkswagen,Jetta/Jetta SportsWagen,1999,California,1,No,65,Dry,None
61219,Honda,"Civic/CRX, del Sol",2012,California,1,No,70,Dry,None
61219,Honda,Odyssey,2011,California,0,No,70,Dry,None
61219,Nissan/Datsun,Pathfinder Armada,2005,California,1,No,70,Dry,None
61219,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2013,California,0,No,70,Dry,None
61220,Mack,Medium/Heavy - CBE,2019,California,1,No,70,Dry,None
61222,Nissan/Datsun,Pathfinder,2004,California,2,No,70,Dry,None
61223,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2015,California,0,"Yes, Too Fast for Conditions",55,Dry,Manslaughter or homicide
61223,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2015,California,0,"Yes, Too Fast for Conditions",55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61223,Honda,"Civic/CRX, del Sol",1997,Reported as Unknown,1,No,55,Dry,None
61225,Chevrolet,Equinox,2017,California,1,"Yes, Too Fast for Conditions",35,Dry,None
61225,Chevrolet,Traverse (2013 on.  For 2009-2012 see model 024.),2017,California,0,No,35,Dry,None
61225,Toyota,Corolla,2013,California,0,No,35,Dry,None
61226,Suzuki,Sidekick/Vitara/ Vitara V6,2002,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61227,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",1991,California,1,"Yes, Exceeded Speed Limit",55,Dry,Speeding (above the speed limit)
61227,Infiniti,QX4,2002,Oregon,0,No,55,Dry,None
61229,Yamaha,750cc or greater,2001,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61229,Lincoln,MKX,2018,California,0,No,45,Dry,None
61230,Toyota,Camry,2018,Nevada,0,"Yes, Too Fast for Conditions",65,Dry,None
61230,BMW,750cc and over,2018,Other Foreign Country,1,No,65,Dry,None
61231,Honda,450-749 cc,2012,California,1,"Yes, Too Fast for Conditions",40,Dry,None
61231,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2018,California,0,No,40,Dry,None
61232,Other Make,Hino,2019,California,1,"Yes, Too Fast for Conditions",30,Dry,None
61232,Honda,"Civic/CRX, del Sol",2018,California,0,No,30,Dry,None
61233,Nissan/Datsun,Sentra,2018,California,0,No,35,Dry,None
61234,Harley-Davidson,750cc or greater,2005,California,1,"Yes, Too Fast for Conditions",40,Dry,None
61234,International Harvester/Navistar,Medium/Heavy - CBE,2008,California,0,No,40,Dry,None
61235,Infiniti,G25/G35/G37,2008,California,1,No,65,Dry,None
61235,Lexus,GX470,2003,California,0,No,65,Dry,None
61236,Toyota,Tacoma,2006,California,1,No,65,Dry,None
61237,Dodge,Ram Pickup,2017,California,0,No,40,Dry,None
61238,Harley-Davidson,750cc or greater,2015,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61238,Toyota,Matrix,2009,California,0,No,55,Dry,None
61238,Acura,ILX,2017,California,0,No,55,Dry,None
61238,Toyota,Sienna,2017,California,0,No,55,Dry,None
61239,Chevrolet,Malibu/Malibu Maxx,2012,California,0,No,55,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61239,Chevrolet,HHR,2009,California,3,No,55,Dry,None
61240,Toyota,Corolla,1995,California,1,No,65,Dry,None
61240,Ford,Taurus/Taurus X,2013,California,0,No,65,Dry,None
61240,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2014,California,0,No,65,Dry,None
61241,Volkswagen,Jetta/Jetta SportsWagen,2011,California,1,No,55,Dry,None
61242,Honda,350cc or greater (ATV),2005,California,1,"Yes, Too Fast for Conditions",25,Dry,None
61242,Suzuki,350cc or greater (ATV),2004,California,0,No,25,Dry,None
61243,Nissan/Datsun,Versa,2015,California,1,No,65,Dry,None
61244,Hyundai,Veloster,2017,Washington,1,No,55,Dry,None
61244,Ford,F-Series pickup,2000,California,0,No,55,Dry,None
61245,Lexus,IS-250/300/350/500/200t,2002,California,0,"Yes, Too Fast for Conditions",65,Dry,None
61245,Ford,Focus,2009,California,1,No,65,Dry,None
61245,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2006,California,0,No,65,Dry,None
61245,Other Import,Mini-Cooper,2018,California,0,No,65,Dry,None
61245,Toyota,Corolla,2019,California,0,No,65,Dry,None
61246,Toyota,Camry,2003,California,0,No,65,Dry,None
61247,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler,2012,No Driver Present/Unknown if Driver Present,0,No Driver Present/Unknown if Driver Present,55,Dry,No Driver Present/Unknown if Driver Present
61248,Freightliner,Medium/Heavy - CBE,2013,California,0,No,25,Dry,None
61249,Lincoln,Zephyr/MKZ,2010,California,0,"Yes, Too Fast for Conditions",35,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61249,Lincoln,Zephyr/MKZ,2010,California,0,"Yes, Too Fast for Conditions",35,Dry,Manslaughter or homicide
61250,Ford,F-Series pickup,2018,California,0,No,35,Dry,None
61251,Toyota,Camry,1997,California,0,No,35,Dry,None
61252,Dodge,Dakota,2008,California,0,No,35,Dry,None
61253,Ford,Focus,2017,New York,0,No,35,Dry,None
61253,Honda,450-749 cc,2006,California,1,No,35,Dry,None
61254,Harley-Davidson,750cc or greater,2000,California,1,"Yes, Too Fast for Conditions",25,Dry,None
61255,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2017,California,1,No,40,Dry,None
61256,Saturn,Vue,2006,California,2,No,65,Dry,None
61256,Toyota,Camry,2018,California,0,No,65,Dry,None
61257,Toyota,Corolla,2010,California,1,No,55,Dry,None
61257,Peterbilt,Medium/Heavy - CBE,2018,California,0,No,55,Dry,None
61258,Chevrolet,Equinox,2007,California,0,"Yes, Too Fast for Conditions",25,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61259,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,30,Dry,None
61260,Toyota,Highlander,2015,California,0,No,40,Dry,None
61260,Chevrolet,"C, K, R, V-series pickup/Silverado",2014,California,0,No,45,Dry,None
61260,Buick / Opel,LaCrosse,2011,California,0,No,45,Dry,None
61261,Mazda,Mazda3,2007,California,0,No,50,Dry,None
61261,Smart,Fortwo,2018,California,0,No,50,Dry,None
61261,Toyota,Prius *,2012,California,0,No,50,Dry,None
61261,Lexus,RX330/350/400h/450h,2012,California,0,No,50,Dry,None
61261,GMC,"C, K, R, V-series pickup/     Sierra",2002,California,0,No,50,Dry,None
61262,Ford,E-Series Van/Econoline,2006,California,0,No,35,Dry,None
61263,Ford,"Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",2002,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61263,Subaru,Forester,2000,California,0,No,45,Dry,None
61263,Porsche,Cayenne,2013,California,0,No,45,Dry,None
61264,Suzuki,450-749cc,2009,California,1,No,40,Dry,None
61264,Ford,F-Series pickup,2014,California,0,No,40,Dry,None
61265,GMC,Fullsize Jimmy/Yukon,2003,California,1,No,60,Dry,None
61266,Audi,A4,2011,California,0,No,40,Dry,None
61266,Honda,450-749 cc,2018,California,1,No,40,Dry,None
61266,Mercedes-Benz,C Class (94 on),2017,California,0,No,40,Dry,None
61267,Subaru,Outback (2003 on)(see 034 for prior to 2003),2005,California,0,No,65,Dry,None
61268,Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",2015,California,0,No,35,Dry,None
61269,Honda,Odyssey,2015,California,0,No,55,Dry,None
61269,Ford,F-Series pickup,1997,California,1,No,55,Dry,None
61270,Chevrolet,Cruze,2018,New York,1,"Yes, Too Fast for Conditions",55,Dry,None
61271,Harley-Davidson,750cc or greater,2011,California,1,No,65,Dry,None
61272,Lexus,IS-250/300/350/500/200t,2011,California,1,"Yes, Too Fast for Conditions",55,Dry,None
61273,Mazda,Tribute,2002,California,1,No,65,Dry,None
61273,Mazda,Mazda3,2018,California,0,No,65,Dry,None
61274,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2013,Washington,1,No,65,Dry,None
61274,Freightliner,Medium/Heavy - CBE,2001,Oregon,0,No,65,Dry,None
61275,Chevrolet,Nova/Geo Prizm/Prism,1998,California,1,No,65,Dry,None
61276,Chevrolet,"C, K, R, V-series pickup/Silverado",2005,California,0,"Yes, Too Fast for Conditions",55,Dry,None
61276,Pontiac,Grand AM,2005,California,1,No,55,Dry,None
61277,Lexus,ES-250/300/300h/330/ 350,1998,California,0,No,55,Dry,None
61278,Yamaha,750cc or greater,2003,California,1,"Yes, Too Fast for Conditions",65,Dry,None
61278,Ford,Medium/Heavy ï¿½ CBE,2004,California,0,No,65,Dry,None
61279,Unknown Make,"Unknown (as to automobile, motored cycle, light truck or truck)",9999,Reported as Unknown,0,No,65,Wet,None
61280,Toyota,Avalon,1995,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61281,Honda,450-749 cc,2001,California,1,No,55,Dry,None
61281,Ford,F-Series pickup,2017,California,0,No,55,Dry,None
61282,Toyota,Camry,2007,California,0,No,55,Dry,None
61283,Other Make,Unknown cc,9999,Arizona,0,No,10,Dry,None
61283,Other Make,Unknown cc,9999,Arizona,1,No,10,Dry,None
61284,Cadillac,CTS/CTC,2003,California,1,"Yes, Too Fast for Conditions",45,Dry,None
61284,Peterbilt,Medium/Heavy - CBE,2009,California,0,No,45,Dry,None
61286,BMW,3-series,2015,California,0,No,25,Dry,None
61287,Yamaha,450-749cc,2005,California,1,No,35,Dry,None
61288,Nissan/Datsun,"Rogue (For 2008-2018 only.  For model years 2019 on, see 35-404.)",2011,Arizona,1,"Yes, Exceeded Speed Limit",65,Dry,None
61289,Ford,Ranger,2002,California,1,No,55,Dry,None
61290,Toyota,Camry,2000,California,0,No,65,Dry,None
61291,Honda,"Civic/CRX, del Sol",2015,No Driver Present/Unknown if Driver Present,1,No Driver Present/Unknown if Driver Present,65,Dry,No Driver Present/Unknown if Driver Present
61291,Lexus,IS-250/300/350/500/200t,2005,California,0,"Yes, Too Fast for Conditions",65,Dry,Speed greater than reasonable & prudent (not necessarily over the limit)
61292,Ford,Contour,1999,California,1,No,55,Dry,None
61292,Chevrolet,Camaro,2017,California,0,No,55,Dry,None
61293,BMW,3-series,2008,California,1,No,65,Dry,Manslaughter or homicide
61293,BMW,3-series,2008,California,1,No,65,Dry,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
61293,Dodge,Medium/Heavy ï¿½ CBE,2016,California,0,No,55,Dry,None
61294,Toyota,Tacoma,2017,California,0,No,45,Dry,None
