CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
60001,California,ORANGE,GARDEN GROVE,33.77441944,-118.0137222,2019,1,January,1,Tuesday,0,Principal Arterial - Other Freeways and Expressways,State Highway,2,8,0,4,Multiple,1,Front-to-Rear ,Dark - Not Lighted,0.25
60002,California,RIVERSIDE,NOT APPLICABLE,33.60948889,-114.7764194,2019,1,January,2,Wednesday,6,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60003,California,SAN LUIS OBISPO,NOT APPLICABLE,35.27420833,-120.7093083,2019,1,January,3,Thursday,7,Minor Arterial,Unknown,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60004,California,FRESNO,NOT APPLICABLE,36.9699,-119.5778389,2019,1,January,1,Tuesday,13,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60005,California,ORANGE,GARDEN GROVE,33.76623889,-117.9738333,2019,1,January,6,Sunday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,4,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.25
60006,California,SUTTER,NOT APPLICABLE,38.91821111,-121.4877111,2019,1,January,18,Friday,23,Minor Arterial,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60007,California,SAN JOAQUIN,NOT APPLICABLE,37.72406944,-121.3249306,2019,1,January,21,Monday,16,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60008,California,SUTTER,NOT APPLICABLE,39.20141944,-121.6351889,2019,1,January,23,Wednesday,5,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60009,California,FRESNO,NOT APPLICABLE,36.73603889,-119.591975,2019,1,January,7,Monday,17,Principal Arterial - Other Freeways and Expressways,State Highway,1,6,0,2,Double,0,Angle ,Daylight,0.166666667
60010,California,FRESNO,NOT APPLICABLE,36.64168889,-119.7367889,2019,1,January,7,Monday,17,Minor Collector,Unknown,1,2,0,3,Multiple,0,Angle ,Dusk,0.5
60011,California,SANTA CLARA,SAN JOSE,37.35374444,-121.8659,2019,1,January,5,Saturday,0,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.5
60012,California,MERCED,NOT APPLICABLE,36.97894722,-120.6356167,2019,1,January,23,Wednesday,19,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60013,California,RIVERSIDE,CATHEDRAL CITY,33.84946111,-116.4590306,2019,1,January,12,Saturday,20,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60014,California,SANTA BARBARA,SANTA MARIA,34.98016111,-120.4310889,2019,1,January,1,Tuesday,2,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,2,Double,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.25
60015,California,SAN BERNARDINO,NOT APPLICABLE,35.15471944,-116.1919583,2019,1,January,31,Thursday,23,Interstate,Interstate,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60016,California,KERN,NOT APPLICABLE,34.89090833,-118.1659389,2019,1,January,7,Monday,18,Principal Arterial - Other,State Highway,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
60017,California,YUBA,NOT APPLICABLE,39.26086944,-121.5979333,2019,1,January,30,Wednesday,11,Principal Arterial - Other,State Highway,2,4,0,2,Double,0,Angle ,Daylight,0.5
60018,California,KERN,NOT APPLICABLE,35.14461944,-118.914625,2019,1,January,7,Monday,1,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60019,California,CONTRA COSTA,NOT APPLICABLE,37.98540556,-122.0693278,2019,2,February,6,Wednesday,7,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60020,California,PLACER,NOT APPLICABLE,39.22885556,-120.2057389,2019,1,January,26,Saturday,18,Minor Arterial,State Highway,1,3,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.333333333
60021,California,KERN,NOT APPLICABLE,35.44556944,-119.2965917,2019,1,January,12,Saturday,3,Local,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60022,California,TUOLUMNE,NOT APPLICABLE,38.28386389,-119.9684333,2019,1,January,1,Tuesday,13,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60023,California,FRESNO,NOT APPLICABLE,36.60456667,-119.4700333,2019,1,January,26,Saturday,1,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60024,California,SANTA CLARA,SAN JOSE,37.35906667,-121.8720944,2019,1,January,9,Wednesday,3,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60025,California,SANTA CLARA,NOT APPLICABLE,37.15518056,-121.9852111,2019,1,January,31,Thursday,17,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60026,California,SAN MATEO,DALY CITY,37.66266944,-122.4653806,2019,1,January,5,Saturday,18,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60027,California,SAN BERNARDINO,NOT APPLICABLE,34.506275,-117.5925694,2019,1,January,22,Tuesday,19,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.2
60028,California,SAN BERNARDINO,NOT APPLICABLE,34.73189167,-117.3655889,2019,1,January,30,Wednesday,99,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60029,California,KERN,NOT APPLICABLE,34.99828889,-118.3316389,2019,1,January,27,Sunday,15,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60030,California,LOS ANGELES,LOS ANGELES,34.02365,-118.2423139,2019,1,January,28,Monday,5,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60031,California,ALAMEDA,NOT APPLICABLE,37.73733056,-121.6124444,2019,1,January,6,Sunday,13,Interstate,Interstate,1,3,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60032,California,KERN,NOT APPLICABLE,35.05822222,-119.2357833,2019,1,January,22,Tuesday,4,Minor Arterial,State Highway,1,2,0,2,Double,0,Angle ,Dark - Not Lighted,0.5
60033,California,FRESNO,FRESNO,36.75480278,-119.8281444,2019,1,January,21,Monday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60034,California,IMPERIAL,NOT APPLICABLE,33.25805278,-115.4676806,2019,1,January,2,Wednesday,19,Local,Unknown,1,1,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60035,California,SHASTA,NOT APPLICABLE,40.49066944,-122.3604444,2019,1,January,13,Sunday,1,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60036,California,RIVERSIDE,NOT APPLICABLE,33.74131944,-116.8495917,2019,1,January,11,Friday,21,Principal Arterial - Other,State Highway,1,3,0,2,Double,2,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
60037,California,SACRAMENTO,NOT APPLICABLE,38.64031667,-121.3821361,2019,2,February,10,Sunday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60038,California,SAN JOAQUIN,LODI,38.11093611,-121.2588667,2019,1,January,2,Wednesday,1,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60039,California,INYO,NOT APPLICABLE,36.26728889,-116.4344194,2019,2,February,8,Friday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60040,California,TEHAMA,NOT APPLICABLE,40.09383889,-122.1791611,2019,1,January,4,Friday,99,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,0,2,Double,0,Angle ,Dark - Not Lighted,0.2
60041,California,CONTRA COSTA,PINOLE,38.00186944,-122.2817361,2019,1,January,30,Wednesday,1,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60042,California,MADERA,NOT APPLICABLE,36.88133056,-119.80805,2019,1,January,29,Tuesday,14,Minor Arterial,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60043,California,MERCED,NOT APPLICABLE,37.05589167,-120.7714444,2019,2,February,13,Wednesday,12,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60044,California,RIVERSIDE,NOT APPLICABLE,33.93654444,-116.721975,2019,1,January,6,Sunday,16,Local,Unknown,1,3,0,2,Double,1,Angle ,Daylight,0.333333333
60045,California,SAN BERNARDINO,NOT APPLICABLE,34.80128056,-115.31155,2019,1,January,26,Saturday,22,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60046,California,MARIPOSA,NOT APPLICABLE,37.44561944,-119.8401306,2019,1,January,29,Tuesday,13,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60047,California,BUTTE,NOT APPLICABLE,39.30794167,-121.6737028,2019,2,February,2,Saturday,23,Principal Arterial - Other,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60048,California,RIVERSIDE,NOT APPLICABLE,33.93699167,-117.1005778,2019,1,January,12,Saturday,20,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60049,California,KERN,NOT APPLICABLE,34.92133056,-118.9234,2019,1,January,4,Friday,5,Interstate,Interstate,1,2,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60050,California,MERCED,NOT APPLICABLE,37.05781389,-120.9710056,2019,1,January,27,Sunday,0,Interstate,Interstate,1,1,1,2,Double,0,Angle ,Dark - Lighted,1
60051,California,MERCED,NOT APPLICABLE,37.05679722,-121.0180694,2019,2,February,2,Saturday,6,Principal Arterial - Other,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60052,California,RIVERSIDE,NOT APPLICABLE,33.56937778,-116.1461806,2019,1,January,14,Monday,22,Major Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60053,California,SAN BERNARDINO,NOT APPLICABLE,34.41601389,-117.5984444,2019,2,February,15,Friday,2,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60054,California,RIVERSIDE,NOT APPLICABLE,33.59831944,-116.1985528,2019,1,January,19,Saturday,2,Major Collector,County Road,1,2,0,2,Double,1,Angle ,Dark - Lighted,0.5
60055,California,RIVERSIDE,NOT APPLICABLE,33.83943889,-117.0035139,2019,1,January,29,Tuesday,23,Minor Arterial,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
60056,California,SANTA CLARA,SAN JOSE,37.31610278,-121.8294667,2019,1,January,11,Friday,23,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60057,California,KERN,NOT APPLICABLE,35.65536111,-118.4846056,2019,1,January,29,Tuesday,9,Major Collector,State Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60058,California,HUMBOLDT,NOT APPLICABLE,40.31634444,-123.9187472,2019,1,January,17,Thursday,16,Principal Arterial - Other,U.S. Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60059,California,NEVADA,NOT APPLICABLE,39.27684444,-121.0031083,2019,1,January,1,Tuesday,4,Principal Arterial - Other,State Highway,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60060,California,SACRAMENTO,NOT APPLICABLE,38.6609,-121.3550611,2019,1,January,9,Wednesday,21,Principal Arterial - Other,Unknown,1,3,2,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60061,California,SISKIYOU,NOT APPLICABLE,41.59250833,-122.5029306,2019,2,February,21,Thursday,7,Interstate,Interstate,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60062,California,SIERRA,NOT APPLICABLE,39.6956,-120.5213056,2019,1,January,15,Tuesday,19,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60063,California,VENTURA,NOT APPLICABLE,34.19658889,-119.1012806,2019,1,January,7,Monday,6,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
60064,California,SAN DIEGO,NOT APPLICABLE,33.25687222,-117.2382667,2019,1,January,21,Monday,18,Principal Arterial - Other,State Highway,2,7,0,4,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.285714286
60065,California,BUTTE,NOT APPLICABLE,39.48617222,-121.5305917,2019,2,February,4,Monday,1,Minor Arterial,County Road,1,3,0,2,Double,1,Front-to-Front,Dark - Not Lighted,0.333333333
60066,California,IMPERIAL,NOT APPLICABLE,33.0318,-114.9039278,2019,1,January,28,Monday,22,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60067,California,RIVERSIDE,NOT APPLICABLE,33.679775,-115.9732333,2019,1,January,27,Sunday,3,Interstate,Interstate,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60068,California,SACRAMENTO,NOT APPLICABLE,38.64580833,-121.3801389,2019,1,January,5,Saturday,7,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60069,California,KERN,NOT APPLICABLE,35.14380556,-118.9146222,2019,1,January,12,Saturday,17,Minor Arterial,County Road,1,2,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.5
60070,California,SAN BERNARDINO,HESPERIA,34.44086389,-117.3694111,2019,2,February,6,Wednesday,18,Interstate,Interstate,1,3,0,3,Multiple,0,Sideswipe - Same Direction,Dark - Lighted,0.333333333
60071,California,SANTA BARBARA,NOT APPLICABLE,34.96104722,-119.7156722,2019,1,January,11,Friday,6,Minor Arterial,State Highway,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,0.5
60072,California,TEHAMA,NOT APPLICABLE,39.90667222,-122.1146194,2019,2,February,23,Saturday,17,Minor Arterial,Unknown,1,6,0,2,Double,0,Front-to-Front,Daylight,0.166666667
60073,California,FRESNO,NOT APPLICABLE,36.48400556,-120.0287194,2019,1,January,12,Saturday,99,Minor Collector,County Road,2,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60074,California,FRESNO,NOT APPLICABLE,36.81225556,-119.3842222,2019,2,February,11,Monday,21,Local,Unknown,1,3,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
60075,California,MENDOCINO,NOT APPLICABLE,39.46835556,-123.3550056,2019,1,January,18,Friday,16,Principal Arterial - Other,U.S. Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
60076,California,SAN LUIS OBISPO,NOT APPLICABLE,35.034225,-120.4822972,2019,1,January,18,Friday,18,Major Collector,County Road,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60077,California,YUBA,NOT APPLICABLE,39.124875,-121.559975,2019,2,February,21,Thursday,7,Major Collector,Unknown,1,5,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
60078,California,RIVERSIDE,NOT APPLICABLE,33.55566111,-116.1658972,2019,1,January,12,Saturday,8,Minor Arterial,Unknown,2,5,0,2,Double,1,Front-to-Front,Daylight,0.4
60079,California,EL DORADO,NOT APPLICABLE,38.70839444,-120.8119861,2019,1,January,14,Monday,7,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
60080,California,SHASTA,NOT APPLICABLE,40.63461944,-122.2445583,2019,2,February,15,Friday,20,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60081,California,CONTRA COSTA,NOT APPLICABLE,38.01215,-122.10555,2019,2,February,13,Wednesday,18,Minor Arterial,Unknown,1,2,0,2,Double,0,Angle ,Dark - Lighted,0.5
60082,California,SAN DIEGO,SAN DIEGO,32.97165556,-117.0906444,2019,2,February,24,Sunday,23,Interstate,Interstate,1,9,0,5,Multiple,1,Front-to-Rear ,Dark - Not Lighted,0.111111111
60083,California,SAN JOAQUIN,NOT APPLICABLE,37.77222778,-121.1063472,2019,1,January,22,Tuesday,8,Minor Collector,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
60084,California,STANISLAUS,NOT APPLICABLE,37.3651,-121.1226194,2019,2,February,14,Thursday,4,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60085,California,LOS ANGELES,NOT APPLICABLE,33.91641944,-118.2783583,2019,1,January,31,Thursday,18,Principal Arterial - Other,Unknown,1,3,0,2,Double,0,Angle ,Dark - Lighted,0.333333333
60086,California,NEVADA,NOT APPLICABLE,39.16503611,-121.1306444,2019,2,February,9,Saturday,99,Major Collector,County Road,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60087,California,CONTRA COSTA,NOT APPLICABLE,37.96631944,-122.3083944,2019,2,February,2,Saturday,1,Principal Arterial - Other,County Road,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60088,California,EL DORADO,NOT APPLICABLE,38.69099722,-120.7227972,2019,1,January,28,Monday,21,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60089,California,FRESNO,NOT APPLICABLE,36.76464444,-119.8483639,2019,1,January,11,Friday,18,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60090,California,MERCED,NOT APPLICABLE,37.42183889,-120.5946417,2019,1,January,10,Thursday,6,Major Collector,Unknown,1,9,0,3,Multiple,0,Front-to-Front,Dark - Not Lighted,0.111111111
60091,California,TULARE,NOT APPLICABLE,36.37751111,-119.43925,2019,2,February,25,Monday,23,Minor Collector,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60092,California,SAN BERNARDINO,NOT APPLICABLE,34.44390556,-116.88445,2019,3,March,1,Friday,16,Minor Arterial,State Highway,1,3,0,2,Double,1,Angle ,Daylight,0.333333333
60093,California,KERN,NOT APPLICABLE,35.513425,-118.6886333,2019,1,January,15,Tuesday,99,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60094,California,IMPERIAL,NOT APPLICABLE,32.73128056,-115.5301,2019,1,January,26,Saturday,18,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60095,California,LOS ANGELES,NOT APPLICABLE,34.28741389,-117.8424861,2019,1,January,28,Monday,15,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60097,California,LOS ANGELES,LOS ANGELES,34.32723056,-118.5023694,2019,2,February,19,Tuesday,12,Interstate,Interstate,1,3,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
60098,California,LOS ANGELES,NOT APPLICABLE,34.30828056,-118.1436111,2019,2,February,9,Saturday,13,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60099,California,SAN JOAQUIN,LATHROP,37.77078056,-121.3271694,2019,2,February,11,Monday,7,Interstate,Interstate,1,2,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.5
60100,California,ALAMEDA,DUBLIN,37.71858056,-121.936175,2019,1,January,21,Monday,5,Interstate,Interstate,1,5,0,4,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.2
60101,California,FRESNO,NOT APPLICABLE,36.73539722,-119.8939139,2019,3,March,4,Monday,22,Principal Arterial - Other,State Highway,2,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,1
60102,California,SAN BERNARDINO,NOT APPLICABLE,34.06889167,-117.342025,2019,1,January,9,Wednesday,23,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60103,California,KERN,NOT APPLICABLE,35.3597,-118.9497028,2019,2,February,11,Monday,22,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60104,California,SAN DIEGO,NOT APPLICABLE,33.30585,-117.2113806,2019,1,January,1,Tuesday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,3,0,3,Multiple,1,Front-to-Front,Dark - Not Lighted,0.333333333
60105,California,SAN BERNARDINO,GRAND TERRACE,34.03507222,-117.3242139,2019,1,January,28,Monday,19,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60106,California,MARIN,NOT APPLICABLE,37.89550556,-122.5443111,2019,1,January,16,Wednesday,20,Local,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60107,California,MARIN,CORTE MADERA,37.92989444,-122.5158194,2019,1,January,19,Saturday,19,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,3,1,3,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.333333333
60108,California,SAN DIEGO,NOT APPLICABLE,33.37394444,-117.2514833,2019,2,February,5,Tuesday,9,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60109,California,SAN DIEGO,NOT APPLICABLE,32.84159722,-116.7808083,2019,1,January,13,Sunday,18,Local,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
60110,California,HUMBOLDT,NOT APPLICABLE,40.03540833,-123.788825,2019,2,February,10,Sunday,20,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60111,California,SISKIYOU,NOT APPLICABLE,41.30207222,-122.319275,2019,3,March,14,Thursday,21,Minor Collector,Local Street - Municipality,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60112,California,IMPERIAL,NOT APPLICABLE,32.72849167,-116.0561083,2019,2,February,19,Tuesday,99,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60114,California,MENDOCINO,NOT APPLICABLE,38.94005833,-123.0742806,2019,2,February,25,Monday,16,Principal Arterial - Other,U.S. Highway,1,2,0,2,Double,0,Angle ,Daylight,0.5
60115,California,LAKE,NOT APPLICABLE,39.01963333,-122.6783417,2019,2,February,28,Thursday,17,Principal Arterial - Other,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60116,California,TUOLUMNE,NOT APPLICABLE,37.85873056,-120.5119972,2019,1,January,26,Saturday,18,Principal Arterial - Other,State Highway,1,5,0,3,Multiple,1,Front-to-Front,Dark - Not Lighted,0.2
60117,California,LOS ANGELES,NOT APPLICABLE,34.71082778,-118.7971889,2019,1,January,19,Saturday,6,Interstate,Interstate,1,2,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.5
60118,California,SAN BERNARDINO,BARSTOW,35.07967778,-116.3873556,2019,1,January,1,Tuesday,4,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
60119,California,SAN BERNARDINO,NOT APPLICABLE,34.73086389,-115.9025167,2019,1,January,10,Thursday,15,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
60120,California,RIVERSIDE,NOT APPLICABLE,33.85179167,-117.2713222,2019,1,January,8,Tuesday,18,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
60121,California,SANTA CLARA,NOT APPLICABLE,37.14778889,-121.9877806,2019,2,February,14,Thursday,14,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
60122,California,SACRAMENTO,NOT APPLICABLE,38.59556667,-121.3829222,2019,2,February,7,Thursday,19,Principal Arterial - Other,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
