CaseNumber,State,County,City,Lat,Long,Year,Month,MonthName,Day,WeekDay,Hour,Function,Route,Fatalities,People,Pedestrian,Vehicle_total,Vehicle_ord,DrunkDriver,CollisionType,LightConditions,Deadly
62935,California,STANISLAUS,NOT APPLICABLE,37.66861111,-120.7919472,2019,8,August,28,Wednesday,21,Major Collector,Unknown,3,3,0,2,Double,0,Front-to-Front,Dark - Not Lighted,1
62936,California,SAN BERNARDINO,COLTON,34.0484,-117.2985361,2019,11,November,28,Thursday,21,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62937,California,RIVERSIDE,SAN JACINTO,33.78721667,-117.0068361,2019,7,July,12,Friday,8,Minor Arterial,Unknown,2,4,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
62938,California,RIVERSIDE,PERRIS,33.84449722,-117.2086889,2019,6,June,12,Wednesday,8,Minor Arterial,Unknown,1,3,0,3,Multiple,0,Angle ,Daylight,0.333333333
62939,California,ORANGE,Other,33.56945833,-117.70755,2019,11,November,2,Saturday,17,Principal Arterial - Other,Unknown,1,6,0,3,Multiple,0,Angle ,Dark - Lighted,0.166666667
62940,California,LOS ANGELES,BELL,33.97963611,-118.2023944,2019,11,November,7,Thursday,14,Minor Arterial,Unknown,1,2,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
62941,California,SANTA CLARA,SAN JOSE,37.36361389,-121.8981167,2019,11,November,14,Thursday,18,Minor Arterial,Unknown,1,2,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
62942,California,SANTA BARBARA,CARPINTERIA,34.4011,-119.5165694,2019,9,September,14,Saturday,5,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62943,California,SAN BERNARDINO,NEEDLES,34.84653056,-114.6148722,2019,12,December,4,Wednesday,13,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
62944,California,STANISLAUS,NOT APPLICABLE,37.49001111,-121.20705,2019,12,December,20,Friday,19,Interstate,Interstate,1,4,0,2,Double,0,Front-to-Rear ,Dark - Not Lighted,0.25
62945,California,RIVERSIDE,NOT APPLICABLE,33.65125,-117.393,2019,9,September,30,Monday,12,Principal Arterial - Other,State Highway,1,2,0,2,Double,0,Front-to-Front,Daylight,0.5
62946,California,HUMBOLDT,NOT APPLICABLE,41.30155833,-123.5403667,2019,9,September,13,Friday,19,Minor Arterial,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62947,California,LOS ANGELES,WHITTIER,33.97903611,-118.0326667,2019,12,December,14,Saturday,8,Principal Arterial - Other,Unknown,1,3,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
62948,California,SAN JOAQUIN,MANTECA,37.78318611,-121.2091917,2019,12,December,16,Monday,12,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,0,3,Multiple,0,Front-to-Rear ,Daylight,0.2
62949,California,LOS ANGELES,NOT APPLICABLE,34.33821111,-118.5066306,2019,10,October,27,Sunday,0,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62950,California,LOS ANGELES,NOT APPLICABLE,34.77641944,-118.3010028,2019,12,December,26,Thursday,16,Principal Arterial - Other,State Highway,1,4,0,2,Double,0,Front-to-Front,Daylight,0.25
62951,California,TEHAMA,NOT APPLICABLE,40.03481944,-122.1712278,2019,12,December,10,Tuesday,5,Major Collector,Unknown,1,3,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.333333333
62952,California,LOS ANGELES,LONG BEACH,33.87582222,-118.1921417,2019,12,December,2,Monday,1,Interstate,Interstate,1,1,2,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62953,California,SAN DIEGO,NOT APPLICABLE,32.84793889,-116.8652639,2019,12,December,6,Friday,17,Major Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62954,California,LOS ANGELES,NOT APPLICABLE,33.8072,-118.2985056,2019,11,November,21,Thursday,19,Minor Arterial,Unknown,1,6,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.166666667
62955,California,STANISLAUS,NOT APPLICABLE,37.50718056,-120.9124528,2019,8,August,1,Thursday,23,Minor Collector,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62956,California,SAN DIEGO,SAN DIEGO,32.712425,-117.1474778,2019,8,August,22,Thursday,2,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62957,California,RIVERSIDE,NOT APPLICABLE,33.5394,-116.7557,2019,11,November,8,Friday,13,Minor Arterial,State Highway,1,3,0,2,Double,1,Front-to-Front,Daylight,0.333333333
62958,California,SAN BERNARDINO,FONTANA,34.13656944,-117.4826889,2019,12,December,1,Sunday,20,Principal Arterial - Other,State Highway,1,11,0,4,Multiple,1,Front-to-Rear ,Dark - Lighted,0.090909091
62959,California,RIVERSIDE,SAN JACINTO,33.75948889,-116.9324861,2019,11,November,5,Tuesday,0,Minor Collector,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62960,California,SANTA CLARA,SAN JOSE,37.27459722,-121.9338,2019,9,September,11,Wednesday,20,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62961,California,SACRAMENTO,NOT APPLICABLE,38.46758056,-121.4158722,2019,12,December,14,Saturday,2,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
62962,California,SACRAMENTO,NOT APPLICABLE,38.47494722,-121.4236222,2019,12,December,22,Sunday,18,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.2
62963,California,KERN,NOT APPLICABLE,35.13968333,-118.4353,2019,10,October,13,Sunday,12,Principal Arterial - Other Freeways and Expressways,State Highway,2,3,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.666666667
62964,California,KERN,NOT APPLICABLE,35.65201111,-117.7940778,2019,12,December,19,Thursday,23,Minor Arterial,State Highway,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62965,California,SAN DIEGO,SAN DIEGO,32.86813889,-117.1077139,2019,10,October,15,Tuesday,3,Interstate,Interstate,1,3,0,2,Double,1,Sideswipe - Same Direction,Dark - Lighted,0.333333333
62966,California,CONTRA COSTA,PINOLE,37.98888889,-122.3131889,2019,11,November,23,Saturday,20,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62967,California,RIVERSIDE,NOT APPLICABLE,34.02151944,-117.5496917,2019,12,December,4,Wednesday,12,Principal Arterial - Other Freeways and Expressways,State Highway,1,4,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.25
62968,California,PLACER,NOT APPLICABLE,38.87891389,-121.1453639,2019,12,December,23,Monday,18,Minor Arterial,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62969,California,ORANGE,NOT APPLICABLE,33.75323333,-117.6935333,2019,7,July,7,Sunday,16,Principal Arterial - Other,Unknown,4,4,0,2,Double,1,Front-to-Front,Daylight,1
62970,California,MONTEREY,NOT APPLICABLE,36.85338333,-121.7710639,2019,12,December,27,Friday,13,Principal Arterial - Other,State Highway,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
62971,California,SAN BERNARDINO,SAN BERNARDINO,34.0699,-117.2958,2019,12,December,8,Sunday,6,Interstate,Interstate,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
62972,California,SANTA CLARA,SAN JOSE,37.41938056,-121.9540833,2019,7,July,28,Sunday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62973,California,TULARE,NOT APPLICABLE,36.21081944,-119.4927639,2019,10,October,17,Thursday,13,Major Collector,Unknown,1,2,0,2,Double,0,Angle ,Daylight,0.5
62974,California,TULARE,NOT APPLICABLE,36.48721667,-119.3336556,2019,12,December,26,Thursday,6,Minor Arterial,Unknown,1,6,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.166666667
62975,California,SANTA BARBARA,SANTA BARBARA,34.41563333,-119.6924028,2019,12,December,13,Friday,1,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62976,California,SACRAMENTO,NOT APPLICABLE,38.48044167,-121.4217028,2019,11,November,25,Monday,23,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62977,California,RIVERSIDE,Other,34.02188611,-117.5503,2019,11,November,30,Saturday,3,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62978,California,SAN JOAQUIN,NOT APPLICABLE,38.21968889,-121.2726889,2019,12,December,6,Friday,18,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62979,California,LOS ANGELES,LOS ANGELES,34.05908889,-118.2452611,2019,11,November,1,Friday,0,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
62980,California,SAN DIEGO,SAN DIEGO,32.719025,-117.105525,2019,11,November,2,Saturday,22,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62981,California,LOS ANGELES,NOT APPLICABLE,34.55542222,-117.8898861,2019,12,December,23,Monday,21,Major Collector,Unknown,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
62982,California,VENTURA,NOT APPLICABLE,34.25156111,-119.0694194,2019,7,July,11,Thursday,19,Major Collector,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,1
62983,California,PLACER,NOT APPLICABLE,39.26061944,-120.7292694,2019,12,December,30,Monday,12,Interstate,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
62984,California,SACRAMENTO,ELK GROVE,38.378875,-121.3643472,2019,9,September,15,Sunday,6,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62985,California,SOLANO,FAIRFIELD,38.27290833,-122.0500167,2019,9,September,25,Wednesday,0,Interstate,Interstate,1,3,0,2,Double,0,Front-to-Rear ,Dark - Lighted,0.333333333
62986,California,FRESNO,NOT APPLICABLE,36.57631389,-119.6391278,2019,11,November,8,Friday,22,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62987,California,TULARE,NOT APPLICABLE,36.27949167,-119.3493222,2019,10,October,24,Thursday,4,Major Collector,Unknown,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
62988,California,ORANGE,BREA,33.92200556,-117.8803333,2019,7,July,31,Wednesday,7,Principal Arterial - Other Freeways and Expressways,State Highway,1,2,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.5
62989,California,RIVERSIDE,NOT APPLICABLE,33.63985,-117.3460722,2019,11,November,12,Tuesday,4,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
62990,California,ORANGE,SAN CLEMENTE,33.40459444,-117.5878833,2019,11,November,22,Friday,8,Interstate,Interstate,1,5,0,4,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
62991,California,SANTA CLARA,NOT APPLICABLE,36.95120556,-121.5248528,2019,10,October,15,Tuesday,7,Principal Arterial - Other,State Highway,1,2,0,2,Double,0,Angle ,Daylight,0.5
62992,California,SANTA CLARA,NOT APPLICABLE,36.97281944,-121.4328306,2019,12,December,21,Saturday,17,Principal Arterial - Other,State Highway,1,3,0,3,Multiple,0,Front-to-Front,Dark - Not Lighted,0.333333333
62993,California,SAN MATEO,NOT APPLICABLE,37.50553056,-122.4934944,2019,11,November,18,Monday,18,Local,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62994,California,SAN FRANCISCO,SAN FRANCISCO,37.75347778,-122.3921111,2019,12,December,1,Sunday,4,Principal Arterial - Other Freeways and Expressways,Interstate,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
62995,California,STANISLAUS,NOT APPLICABLE,37.62511389,-120.9270111,2019,12,December,2,Monday,14,Minor Collector,Local Street - Municipality,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
62996,California,STANISLAUS,NOT APPLICABLE,37.64663889,-120.6959389,2019,12,December,14,Saturday,21,Minor Arterial,State Highway,1,2,0,2,Double,1,Front-to-Rear ,Dark - Not Lighted,0.5
62997,California,MERCED,NOT APPLICABLE,37.34031667,-120.5403889,2019,12,December,5,Thursday,3,Minor Collector,Local Street - Municipality,2,4,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
62998,California,SAN DIEGO,SAN DIEGO,32.72301944,-117.16315,2019,12,December,4,Wednesday,11,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
62999,California,FRESNO,NOT APPLICABLE,36.79381667,-119.6273056,2019,10,October,5,Saturday,0,Major Collector,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
63000,California,SAN JOAQUIN,STOCKTON,37.94954167,-121.2942556,2019,11,November,25,Monday,0,Principal Arterial - Other Freeways and Expressways,State Highway,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63001,California,SANTA CLARA,SAN JOSE,37.35906667,-121.8723278,2019,10,October,26,Saturday,3,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,0,2,Double,0,Front-to-Rear ,Dark - Not Lighted,0.5
63002,California,TULARE,NOT APPLICABLE,35.89136111,-119.4053472,2019,10,October,6,Sunday,5,Minor Arterial,State Highway,1,2,0,2,Double,0,Front-to-Front,Dark - Not Lighted,0.5
63003,California,LAKE,NOT APPLICABLE,39.02327778,-122.4601944,2019,11,November,30,Saturday,13,Principal Arterial - Other,State Highway,1,3,0,2,Double,0,Front-to-Front,Daylight,0.333333333
63004,California,LOS ANGELES,NOT APPLICABLE,33.92848611,-118.2920611,2019,9,September,11,Wednesday,7,Interstate,Interstate,2,6,0,3,Multiple,0,Front-to-Rear ,Daylight,0.333333333
63005,California,ORANGE,WESTMINSTER,33.74792778,-117.9896306,2019,11,November,21,Thursday,16,Principal Arterial - Other,State Highway,2,4,0,3,Multiple,0,Front-to-Front,Daylight,0.5
63006,California,PLACER,NOT APPLICABLE,39.21456111,-120.7772444,2019,8,August,14,Wednesday,23,Interstate,Interstate,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63007,California,RIVERSIDE,MURRIETA,33.57285833,-117.1809444,2019,10,October,28,Monday,5,Interstate,Interstate,1,7,0,4,Multiple,0,Front-to-Rear ,Dark - Not Lighted,0.142857143
63008,California,RIVERSIDE,NOT APPLICABLE,33.79186667,-117.4975806,2019,11,November,12,Tuesday,12,Interstate,Interstate,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
63009,California,SAN BERNARDINO,ONTARIO,34.08720556,-117.6710861,2019,11,November,13,Wednesday,10,Interstate,Interstate,1,8,0,3,Multiple,0,Front-to-Rear ,Daylight,0.125
63010,California,RIVERSIDE,WILDOMAR,33.65067222,-117.295625,2019,7,July,5,Friday,0,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63011,California,RIVERSIDE,NOT APPLICABLE,33.98585556,-117.4313028,2019,7,July,20,Saturday,12,Principal Arterial - Other,Unknown,1,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
63012,California,ORANGE,HUNTINGTON BEACH,33.69758333,-117.989125,2019,7,July,22,Monday,21,Principal Arterial - Other,State Highway,2,5,0,2,Double,0,Angle ,Dark - Lighted,0.4
63013,California,SAN BERNARDINO,YUCCA VALLEY,34.11211389,-116.4359833,2019,8,August,16,Friday,8,Minor Arterial,Unknown,1,5,0,3,Multiple,0,Angle ,Dawn,0.2
63014,California,SAN MATEO,REDWOOD CITY,37.48407778,-122.2324306,2019,9,September,18,Wednesday,9,Principal Arterial - Other,State Highway,1,3,1,3,Multiple,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.333333333
63015,California,YOLO,WOODLAND,38.677375,-121.7671639,2019,10,October,10,Thursday,9,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
63016,California,LOS ANGELES,HERMOSA BEACH,33.87249167,-118.3951361,2019,10,October,23,Wednesday,1,Principal Arterial - Other,State Highway,1,2,0,2,Double,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
63017,California,SAN BERNARDINO,HESPERIA,34.42359444,-117.3154833,2019,11,November,16,Saturday,1,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63018,California,LOS ANGELES,SANTA MONICA,34.01856944,-118.4958,2019,11,November,17,Sunday,0,Minor Arterial,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63019,California,SAN BERNARDINO,VICTORVILLE,34.48493611,-117.3516028,2019,11,November,17,Sunday,15,Minor Arterial,Unknown,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
63020,California,SAN LUIS OBISPO,SAN LUIS OBISPO,35.24671944,-120.683075,2019,12,December,4,Wednesday,6,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
63021,California,SONOMA,SANTA ROSA,38.45601389,-122.7371722,2019,11,November,13,Wednesday,15,Principal Arterial - Other,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
63022,California,SONOMA,NOT APPLICABLE,38.20229444,-122.5477056,2019,11,November,1,Friday,14,Minor Arterial,State Highway,1,2,0,2,Double,1,Angle ,Daylight,0.5
63023,California,SONOMA,NOT APPLICABLE,38.83857778,-123.0160639,2019,11,November,16,Saturday,17,Minor Arterial,Unknown,1,1,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
63024,California,SONOMA,NOT APPLICABLE,38.37741389,-122.715975,2019,12,December,7,Saturday,22,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,4,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.25
63025,California,FRESNO,NOT APPLICABLE,36.63323056,-119.457675,2019,12,December,5,Thursday,16,Minor Collector,Local Street - Municipality,1,2,0,2,Double,0,Angle ,Daylight,0.5
63026,California,SANTA BARBARA,NOT APPLICABLE,34.43301944,-119.7473889,2019,12,December,20,Friday,18,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,2,1,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
63027,California,VENTURA,NOT APPLICABLE,34.27385556,-119.1350278,2019,10,October,20,Sunday,6,Principal Arterial - Other,State Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,1
63028,California,MERCED,NOT APPLICABLE,37.32873056,-120.5219139,2019,11,November,17,Sunday,18,Principal Arterial - Other,Unknown,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
63029,California,SACRAMENTO,NOT APPLICABLE,38.64322222,-121.1175806,2019,12,December,31,Tuesday,5,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,1,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63030,California,SANTA CLARA,NOT APPLICABLE,37.26201667,-122.1021278,2019,10,October,26,Saturday,17,Major Collector,State Highway,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
63031,California,SOLANO,NOT APPLICABLE,38.18365556,-121.8062444,2019,9,September,18,Wednesday,22,Principal Arterial - Other,State Highway,2,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63032,California,LOS ANGELES,NOT APPLICABLE,33.96491944,-118.2476972,2019,8,August,12,Monday,20,Minor Arterial,Unknown,1,4,0,3,Multiple,0,Front-to-Front,Dark - Lighted,0.25
63033,California,RIVERSIDE,NOT APPLICABLE,33.63345,-117.4247278,2019,11,November,28,Thursday,20,Minor Arterial,State Highway,1,3,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.333333333
63034,California,LOS ANGELES,NOT APPLICABLE,34.37338611,-117.7520139,2019,11,November,3,Sunday,13,Minor Arterial,State Highway,1,3,0,2,Double,0,Angle ,Daylight,0.333333333
63035,California,SAN BERNARDINO,REDLANDS,34.06705278,-117.2112472,2019,12,December,18,Wednesday,4,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63036,California,SANTA CLARA,NOT APPLICABLE,37.36088611,-121.8415861,2019,9,September,7,Saturday,23,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63037,California,ALAMEDA,SAN LEANDRO,37.69613056,-122.1457472,2019,9,September,1,Sunday,19,Interstate,Interstate,1,5,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
63038,California,LOS ANGELES,LONG BEACH,33.79960833,-118.1113167,2019,9,September,13,Friday,22,Interstate,Interstate,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63039,California,LOS ANGELES,NOT APPLICABLE,33.98198889,-117.9078306,2019,12,December,12,Thursday,4,Minor Collector,Local Street - Municipality,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63040,California,ORANGE,EAST IRVINE,33.64925278,-117.7385667,2019,6,June,14,Friday,5,Interstate,Interstate,1,2,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,0.5
63041,California,CONTRA COSTA,PINOLE,37.99218889,-122.3068944,2019,12,December,16,Monday,23,Interstate,Interstate,2,4,0,3,Multiple,0,Front-to-Front,Dark - Lighted,0.5
63042,California,MADERA,MADERA,36.97453056,-120.0632056,2019,5,May,12,Sunday,0,Principal Arterial - Other,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63043,California,RIVERSIDE,RIVERSIDE,33.983,-117.3369222,2019,7,July,5,Friday,20,Minor Arterial,Unknown,1,2,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.5
63044,California,SAN BERNARDINO,NOT APPLICABLE,34.88283333,-114.7293167,2019,11,November,28,Thursday,18,Interstate,Interstate,1,6,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.166666667
63045,California,SAN DIEGO,CHULA VISTA,32.62639444,-117.0315972,2019,8,August,24,Saturday,20,Minor Arterial,Unknown,1,1,1,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,1
63046,California,LOS ANGELES,SAN DIMAS,34.10911667,-117.8230361,2019,7,July,17,Wednesday,22,Principal Arterial - Other Freeways and Expressways,State Highway,1,4,0,2,Double,0,Front-to-Rear ,Dark - Lighted,0.25
63048,California,IMPERIAL,NOT APPLICABLE,32.74683889,-114.6159306,2019,9,September,14,Saturday,23,Major Collector,Unknown,1,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,0.5
63049,California,ALAMEDA,ALBANY,37.89628611,-122.3086722,2019,11,November,25,Monday,7,Interstate,Interstate,1,4,0,3,Multiple,0,Front-to-Rear ,Daylight,0.25
63050,California,VENTURA,NOT APPLICABLE,34.14129444,-119.1049278,2019,5,May,17,Friday,18,Principal Arterial - Other,State Highway,2,2,0,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
63051,California,SANTA CLARA,SAN JOSE,37.23854167,-121.7628944,2019,8,August,17,Saturday,16,Principal Arterial - Other Freeways and Expressways,U.S. Highway,1,5,0,2,Double,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,0.2
63052,California,SACRAMENTO,NOT APPLICABLE,38.34320278,-121.2237583,2019,8,August,8,Thursday,18,Major Collector,Unknown,1,4,0,2,Double,1,Angle ,Daylight,0.25
63053,California,LOS ANGELES,LOS ANGELES,34.26603056,-118.4635806,2019,12,December,26,Thursday,7,Principal Arterial - Other Freeways and Expressways,State Highway,1,5,0,2,Double,0,Sideswipe - Same Direction,Daylight,0.2
63054,California,RIVERSIDE,NOT APPLICABLE,33.65388611,-117.3687639,2019,12,December,20,Friday,21,Minor Arterial,Unknown,1,1,1,1,Single,1,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,1
63055,California,RIVERSIDE,RIVERSIDE,33.92271111,-117.2887806,2019,11,November,30,Saturday,16,Interstate,Interstate,1,3,0,2,Double,0,Sideswipe - Same Direction,Dark - Unknown Lighting,0.333333333
63056,California,RIVERSIDE,MENIFEE,33.74294167,-117.1364083,2019,10,October,1,Tuesday,11,Principal Arterial - Other,State Highway,2,2,0,1,Single,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,1
